ABE	XE	2.889382891694825
ABE	TW	4.088822355289421
ABE	US	4.7324040219378425
ABE	NW	4.80794701986755
ABE	AA	5.3688212927756656
ABE	PI	5.56198347107438
ABE	EA	6.8984804397025545
ABE	9E	9.873333333333333
ABE	OH	9.877147607611306
ABE	DH	10.035188509874327
ABI	US	0.0
ABI	XE	1.3611111111111112
ABI	MQ	7.5751138952164006
ABI	OO	8.661179698216735
ABI	EV	13.75
ABI	AA	36.5
ABQ	TZ	0.0
ABQ	YV	3.3849056603773584
ABQ	PS	4.110294117647059
ABQ	F9	4.455074875207987
ABQ	CO	4.641650274877692
ABQ	PA (1)	4.923076923076923
ABQ	TW	5.728617204831156
ABQ	US	5.8907236522583775
ABQ	HP	5.9694027586528815
ABQ	DL	6.586836054943111
ABY	EV	11.611030286999075
ABY	OH	21.745454545454546
ACK	AA	8.75
ACK	CO	21.830357142857142
ACK	XE	27.20460358056266
ACK	OH	29.387755102040817
ACK	B6	47.73221757322176
ACT	MQ	5.412682926829269
ACT	OO	7.193445607646791
ACV	OO	13.313412471005595
ACV	UA	26.789473684210527
ACY	US	4.4361792054099745
ACY	OH	6.781841109709962
ACY	DH	6.7936507936507935
ACY	EV	22.77906976744186
ACY	MQ	106.0
ADK	AS	29.892045454545453
ADQ	AS	11.365482796892342
AEX	XE	5.974507372192366
AEX	MQ	13.195562435500516
AEX	EV	13.899090157154673
AGS	US	3.0331743727970144
AGS	PI	4.323766816143498
AGS	CO	5.714285714285714
AGS	DL	6.725836089672915
AGS	OH	7.454849498327759
AGS	YV	10.2
AGS	EV	14.736145236145235
AGS	XE	16.57555780933063
AKN	AS	13.511674571324335
ALB	AA	5.538640824337586
ALB	PI	5.964959568733153
ALB	NW	6.2535309368107415
ALB	US	6.922491604279865
ALB	EA	7.361081081081081
ALB	ML (1)	7.7
ALB	YV	8.298833819241983
ALB	WN	8.703023211688066
ALB	OH	8.955164726281893
ALB	DL	9.919477882523568
ALO	NW	3.103211009174312
ALO	TW	5.944444444444445
ALO	9E	14.47305389221557
AMA	DL	4.405402388659448
AMA	EV	4.6840620592383635
AMA	AA	4.938110555158446
AMA	WN	7.001784030749148
AMA	CO	8.351532567049809
AMA	XE	8.56744784224064
AMA	MQ	9.808731334777157
AMA	OO	85.0
